  0.0000   0.0006
  0.1000   0.0008
  0.2000   0.0011
  0.3000   0.0015
  0.4000   0.0020
  0.5000   0.0026
  0.6000   0.0034
  0.7000   0.0045
  0.8000   0.0058
  0.9000   0.0075
  1.0000   0.0097
  1.1000   0.0124
  1.2000   0.0158
  1.3000   0.0200
  1.4000   0.0252
  1.5000   0.0316
  1.6000   0.0395
  1.7000   0.0491
  1.8000   0.0608
  1.9000   0.0748
  2.0000   0.0916
  2.1000   0.1116
  2.2000   0.1353
  2.3000   0.1632
  2.4000   0.1958
  2.5000   0.2339
  2.6000   0.2779
  2.7000   0.3286
  2.8000   0.3865
  2.9000   0.4525
  3.0000   0.5270
  3.1000   0.6108
  3.2000   0.7043
  3.3000   0.8081
  3.4000   0.9226
  3.5000   1.0481
  3.6000   1.1846
  3.7000   1.3323
  3.8000   1.4910
  3.9000   1.6602
  4.0000   1.8394
  4.1000   2.0278
  4.2000   2.2243
  4.3000   2.4277
  4.4000   2.6365
  4.5000   2.8489
  4.6000   3.0631
  4.7000   3.2770
  4.8000   3.4884
  4.9000   3.6948
  5.0000   3.8940
  5.1000   4.0834
  5.2000   4.2607
  5.3000   4.4235
  5.4000   4.5697
  5.5000   4.6971
  5.6000   4.8039
  5.7000   4.8888
  5.8000   4.9502
  5.9000   4.9875
  6.0000   5.0000
  6.1000   4.9875
  6.2000   4.9502
  6.3000   4.8888
  6.4000   4.8039
  6.5000   4.6971
  6.6000   4.5697
  6.7000   4.4235
  6.8000   4.2607
  6.9000   4.0834
  7.0000   3.8940
  7.1000   3.6948
  7.2000   3.4884
  7.3000   3.2770
  7.4000   3.0631
  7.5000   2.8489
  7.6000   2.6365
  7.7000   2.4277
  7.8000   2.2243
  7.9000   2.0278
  8.0000   1.8394
  8.1000   1.6602
  8.2000   1.4910
  8.3000   1.3323
  8.4000   1.1846
  8.5000   1.0481
  8.6000   0.9226
  8.7000   0.8081
  8.8000   0.7043
  8.9000   0.6108
  9.0000   0.5270
  9.1000   0.4525
  9.2000   0.3865
  9.3000   0.3286
  9.4000   0.2779
  9.5000   0.2339
  9.6000   0.1958
  9.7000   0.1632
  9.8000   0.1353
  9.9000   0.1116
 10.0000   0.0916
